"","Symbol","HET_ZN_E138_17_S23_rev.normalised","HET_ZN_E141_15_S21_rev.normalised","HET_ZN_E142_19_S25_rev.normalised","HET_ZN_E181_23_S29_rev.normalised","HET_ZN_E54_3_S9_rev.normalised","HET_ZN_E55_7_S13_rev.normalised","HET_ZN_E79_11_S17_rev.normalised","WT_ZN_E158_21_S27_rev.normalised","WT_ZN_E56_1_S7_rev.normalised","WT_ZN_E81_5_S11_rev.normalised","WT_ZN_E82_9_S15_rev.normalised","WT_ZN_E83_13_S19_rev.normalised","gene_symbol"
"34254","Map3k4",1156.8,1126.2,1038.5,1126.4,1381.3,1279,1229.4,1041.6,1200.8,1175.1,1234.2,1331.5,"MAP3K4"
"34255","Map3k5",536.7,466.9,437.2,408.2,433.3,382.7,433.2,366.1,529.3,413.7,461.8,471.9,"MAP3K5"
"34256","Map3k6",133.7,85.3,87.6,170.4,178.4,103.1,76.5,113.4,105.7,73.9,104.8,147.9,"MAP3K6"
"34257","Map3k7",1173.8,1302.3,1443.4,1316.3,1302.4,1149.3,1225.7,1620.7,1371.5,1212.1,1265.9,1269.6,"MAP3K7"
"34258","Map3k7cl",9.5,4.4,19.4,27.6,15.8,4.3,5.5,23.9,18.3,2,1.2,17.4,"MAP3K7CL"
"34259","Map3k8",45.5,50.3,41.5,39,31.6,29.8,54.4,40.8,42.7,21,45.1,30.9,"MAP3K8"
"34260","Map3k9",1629.9,1399.6,1698.9,1681.5,1495.4,1029.1,1087.5,1847.5,1452.7,1306,1042.9,1341.2,"MAP3K9"
"34261","Map4",14551.7,14679.2,16337.2,16369.5,16102.7,14681,14501.3,15797.7,14646.2,15558.9,13515.1,14138.6,"MAP4"
"34262","Map4k1",77.8,53.6,43.3,67.4,60.7,74.4,60.8,66.7,62,35,75.5,46.4,"MAP4K1"
"34263","Map4k2",2536.4,2066.6,2023.6,2452.5,2331.8,2579.2,2337.2,2090.2,2573.3,2177.3,2228.3,2272.3,"MAP4K2"
"34264","Map4k3",1592.9,1699.2,1921.2,1755.4,2089,1502.2,1907.7,1991.7,1482.2,1781.6,1614.3,1777.2,"MAP4K3"
"34265","Map4k4",3310.1,3307.6,4408.7,3844.3,3401.2,3413.8,3338.9,4132.7,3118.8,3017.7,3081.2,3649.2,"MAP4K4"
"34266","Map4k5",1122.6,1074.8,1290.3,1038,1115.5,952.6,1106.8,1217.7,1030.1,999.2,1263.4,1154.5,"MAP4K5"
"34267","Map6",3367.9,3058.3,3252.1,3797.2,3327.1,3202.2,3006.2,3174.7,3498.7,3593.2,2805.8,2971.4,"MAP6"
"34268","Map6d1",1237.4,1161.2,1366.9,1235.2,1300,1412.9,1281.9,1352,1141.9,1456.9,1220.8,1280.2,"MAP6D1"
"34269","Map7",2356.2,2325.7,3036.3,2377,2685,2773.7,2711.3,2919,2915.6,2197.3,2567,2555.6,"MAP7"
"34270","Map7d1",7972.3,7727.2,9493.5,9928.4,8359.7,9443.9,7580.1,8841.5,8383.2,9420.7,8268.9,7573.1,"MAP7D1"
"34271","Map7d2",3247.5,2997.1,4049,2906.1,3376.9,2442,2832.1,4096.9,2724.6,3126.6,2598.7,2821.5,"MAP7D2"
"34272","Map9",1882.1,1767,2121.3,1509.5,1788,1414,1870.8,2156.9,1638.6,1755.6,1602.1,1746.3,"MAP9"
"34273","Mapk1",9140.5,9818.9,11614.9,8472.5,10854.1,8791.1,10273,10468.1,8375.1,10202.1,9812.5,9778.7,"MAPK1"
"34274","Mapk10",7850,7196.9,8834,7152.1,8394.9,8116.1,8061.2,9546.9,7863,9079.9,7603.7,7337.2,"MAPK10"
"34275","Mapk11",1111.3,750.1,895.6,1003.1,886.1,1006.8,786.1,1018.8,1309.5,864.3,871.1,816.1,"MAPK11"
"34276","Mapk12",122.3,133.4,96.8,142,103.2,125.5,106.9,94.5,157.5,79.9,99.9,124.7,"MAPK12"
"34277","Mapk13",16.1,6.6,12.9,9.7,4.9,9.6,0.9,18.9,13.2,4,3.7,7.7,"MAPK13"
"34278","Mapk14",1883.1,1729.8,1598.4,1582.5,1807.4,1830.7,1786.1,1370.9,1999.3,1882.5,1909.1,1769.5,"MAPK14"
"34279","Mapk15",107.1,189.2,88.5,208.6,103.2,240.3,188.9,116.4,85.3,111.9,186.4,182.8,"MAPK15"
"34280","Mapk1ip1",1392.9,1248.7,1243.3,1253.8,1344.9,1454.4,1281.9,1331.1,1566.5,1243,1576.5,1355.7,"MAPK1IP1"
"34281","Mapk1ip1l",758.5,796,1073.6,1051.8,924.9,788.9,833.1,1063.5,647.1,882.3,612.8,843.2,"MAPK1IP1L"
"34282","Mapk3",3493.1,3364.5,3327.8,3260,3919.5,4741.6,4434.7,3338.8,4056.5,4953.1,4311.7,3856.2,"MAPK3"
"34283","Mapk4",1374.9,1617.2,1273.7,1725.3,1266,1197.1,979.7,1334.1,1252.6,1059.2,1257.3,1365.3,"MAPK4"
"34284","Mapk6",900.8,743.5,813.5,774.2,711.3,566.7,567.7,867.5,861.5,634.5,562.9,607.2,"MAPK6"
"34285","Mapk7",641,757.7,705.6,990.9,806,984.5,780.6,679.5,725.4,951.3,975.9,834.5,"MAPK7"
"34286","Mapk8",1594.8,1695.9,2139.8,1781.3,1915.4,1509.7,1569.5,2333,1854,1696.7,1465.7,1581,"MAPK8"
"34287","Mapk8ip1",7049.7,7176.1,6534.7,8598.3,7330.3,8983.6,7871.4,5992.2,8380.1,9240.8,8121.5,7792.6,"MAPK8IP1"
"34288","Mapk8ip2",7597.8,7491,6333.6,7679.6,8929,7883.2,7740.5,5540.5,6656.2,9486.6,7266.2,7644.7,"MAPK8IP2"
"34289","Mapk8ip3",12032.4,11482,9752.7,12148.7,12547.4,12412.2,11263.8,8863.4,10022.8,12742.1,11743.6,12034.6,"MAPK8IP3"
"34290","Mapk9",3801.3,3865.2,5321.8,4129.9,4038.4,3102.3,3644.9,5397.2,3563.8,3982.9,3350.4,3640.5,"MAPK9"
"34291","Mapkap1",722.5,749,791.4,848.1,814.5,859,809.2,893.4,841.2,826.4,889.4,814.2,"MAPKAP1"
"34292","Mapkapk2",529.1,510.6,346.8,475.6,441.8,458.2,427.6,274.6,417.5,549.6,463,521.2,"MAPKAPK2"
"34293","Mapkapk3",73,92.9,40.6,68.2,40.1,72.3,38.7,25.9,66,38,64.6,77.4,"MAPKAPK3"
"34294","Mapkapk5",21.8,19.7,1.8,13.8,7.3,13.8,15.7,11.9,2,16,15.8,8.7,"MAPKAPK5"
"34295","Mapkbp1",2103.1,2020.6,2172.1,2196,2046.5,2111.4,1999.9,1893.3,1773.8,1942.5,2110.2,2121.5,"MAPKBP1"
"34296","Mapre1",1254.4,1361.3,1823.4,1536.2,1463.9,1207.7,1330.8,1741,1488.3,1239,1315.8,1354.7,"MAPRE1"
"34297","Mapre2",5258.6,5132.5,6878.7,5840.6,6043.7,5321,5248.5,7218.8,4635.5,5867.4,4838,5431.3,"MAPRE2"
"34298","Mapre3",5137.2,4511.5,6653.7,6570.2,5788.8,7049.7,5384.9,7456.6,5823.1,6949.6,5905.3,5181.9,"MAPRE3"
"34299","Mapt",13332.4,12533.9,14025.8,14010.4,15071,13006.5,12742,13493.5,12111.5,14063.1,11495.1,13411.5,"MAPT"
"34300","Mar-01",458.9,414.4,562.6,371.7,534.1,356.2,478.3,507.4,358.6,445.7,398.4,478.6,"MAR-01"
"34301","Mar-01",5.7,6.6,1.8,3.2,0,3.2,3.7,5,2,0,1.2,5.8,"MAR-01"
"34302","Mar-02",632.4,641.8,376.3,583.5,468.5,619.8,569.5,341.2,582.1,532.6,696.9,604.3,"MAR-02"
"34303","Mar-02",1067.7,937.1,822.7,862.7,1018.4,1085.5,960.3,815.8,1172.3,1069.2,1100.2,993.1,"MAR-02"
"34304","Mar-03",51.2,41.5,27.7,51.9,63.1,43.6,45.2,17.9,17.3,44,40.2,48.3,"MAR-03"
"34305","Mar-04",615.4,622.2,802.4,821.3,824.2,692.1,717,798.9,555.7,809.4,636,704.9,"MAR-04"
"34306","Mar-05",857.2,1034.4,804.3,888.6,926.2,889.9,926.2,881.5,1010.8,988.2,1051.4,970.8,"MAR-05"
"34307","Mar-06",2848.3,3187.3,3122.1,2674,3062.5,2289,3115.9,3277.1,2485.9,2751.9,2751,2931.8,"MAR-06"
"34308","Mar-07",1077.1,946.9,1167.7,888.6,1076.7,767.6,1080.1,1239.6,901.1,829.4,939.3,925.4,"MAR-07"
"34309","Mar-08",1062.9,1282.6,1095.7,1261.1,1136.1,1180.1,1188.9,1165,1145.9,1073.2,1063.6,1204.8,"MAR-08"
"34310","Mar-09",314.8,344.4,290.5,361.1,327.7,492.2,375.1,239.8,415.5,469.6,422.8,400.3,"MAR-09"
"34311","Mar-10",22.8,30.6,12,32.5,18.2,22.3,19.4,10.9,20.3,25,18.3,8.7,"MAR-10"
"34312","Mar-11",55.9,62.3,51.7,63.3,55.8,72.3,54.4,51.7,71.1,65.9,70.7,53.2,"MAR-11"
"34313","Marcks",1477.3,1432.4,2343.6,1778.9,1525.8,1562.8,1514.2,2612.6,1957.6,1509.8,1470.5,1428.2,"MARCKS"
"34314","Marcksl1",980.4,1035.5,970.3,934.1,1023.3,1467.1,1430.3,1039.6,1356.2,1841.6,1700.8,1428.2,"MARCKSL1"
"34315","Marcksl1-ps4",0,0,0,0.8,0,2.1,0,0,0,0,0,0,"MARCKSL1-PS4"
"34316","Marco",0,0,0,0,0,0,0,0,0,0,0,1.9,"MARCO"
"34317","Marf1",2233,2124.5,2232,2072.7,2140,1794.6,1944.6,2146,1970.8,2096.4,1738.6,2150.5,"MARF1"
"34318","Mark1",1308.5,1239.9,1145.5,1239.2,1150.7,1097.2,1162.1,1068.5,1112.4,1166.1,1095.3,1159.4,"MARK1"
"34319","Mark1-ps1",0,0,0,0,0,0,0,0,0,0,0,0,"MARK1-PS1"
"34320","Mark1-ps2",0,0,0,0,0,0,0,0,0,0,0,0,"MARK1-PS2"
"34321","Mark1-ps3",0,0,0,0,0,0,0,0,0,0,0,0,"MARK1-PS3"
"34322","Mark2",2554.4,2326.8,2290.1,2726.8,2674.1,2542,2235.8,2180.8,2328.4,2721.9,2370.9,2627.2,"MARK2"
"34323","Mark3",970,1036.6,909.4,818,940.7,972.8,1069.1,848.6,953.9,992.2,1067.3,1042.4,"MARK3"
"34324","Mark4",2386.6,2369.4,2600,3115.5,2804,3176.7,2526.1,2313.1,2308.1,3136.6,2774.2,2522.8,"MARK4"
"34325","Mark4-ps",0,0,0,0,0,0,0,0,0,0,0,0,"MARK4-PS"
"34326","Mars",1179.5,1186.4,851.3,1111,1189.6,1179,1157.5,885.4,1150,1208.1,1184.2,1099.4,"MARS"
"34327","Mars2",348.9,356.5,327.4,277.5,309.5,307.2,303.2,412.9,299.7,302.8,307,311.4,"MARS2"
"34328","Marveld1",246.5,242.7,133.7,284.9,157.8,253,203.7,120.4,175.8,180.9,197.4,193.4,"MARVELD1"
"34329","Marveld2",17.1,23,25.8,13.8,30.3,14.9,22.1,26.9,33.5,21,32.9,36.7,"MARVELD2"
"34330","Marveld3",10.4,27.3,6.5,32.5,10.9,9.6,8.3,6,22.3,2,18.3,30.9,"MARVELD3"
"34331","Mas1",711.1,898.8,1085.6,888.6,1097.3,1182.2,891.2,998.9,698.9,1179.1,1152.6,1094.6,"MAS1"
"34332","Masp1",121.4,106.1,89.5,103.9,119,118,107.8,75.6,119.9,134.9,85.3,109.3,"MASP1"
"34333","Masp2",37,20.8,18.4,12.2,19.4,39.3,20.3,24.9,30.5,30,35.3,27.1,"MASP2"
"34334","Mast1",3338.5,2935.8,3553.7,3771.2,3617.2,3934.7,3291.9,3738.8,3190.9,4006.9,3313.9,3187,"MAST1"
"34335","Mast2",3166,3024.4,2847.2,3353.3,3430.3,3515.8,3079.1,2728,3472.3,3881,3320,3138.7,"MAST2"
"34336","Mast3",10141.8,9524.8,9795.1,10810.5,11887.1,14227,11098.8,9484.2,9944.6,13709.3,12747.5,12221.2,"MAST3"
"34337","Mast4",1896.4,2052.4,2177.6,2246.3,2182.5,1766.9,1906.8,2321.1,1458.8,1751.6,1549.7,2079.9,"MAST4"
"34338","Mastl",12.3,13.1,13.8,9.7,15.8,14.9,20.3,2,7.1,11,3.7,13.5,"MASTL"
"34339","Mat1a",3.8,3.3,2.8,2.4,8.5,4.3,1.8,2,4.1,2,3.7,4.8,"MAT1A"
"34340","Mat2a",3908.4,3605,3873.8,3195,3306.5,2872.6,3154.6,3785.5,3673.5,3066.6,3417.5,4145.3,"MAT2A"
"34341","Mat2b",1155.8,967.7,926.9,833.5,1077.9,1111,1083.8,900.4,1046.4,1049.2,1046.6,1081,"MAT2B"
"34342","Matk",5689.1,5439.8,4661.4,5472.2,5685.6,7702.5,6736.9,4508.8,6977.2,6917.6,8108.1,6052.1,"MATK"
"34343","Matn1",1.9,3.3,0,0,1.2,5.3,3.7,0,4.1,0,4.9,1.9,"MATN1"
"34344","Matn2",927.3,1252,724,1222.2,1148.3,1033.4,1184.3,794.9,1038.2,988.2,1113.6,1096.5,"MATN2"
"34345","Matn3",1.9,1.1,0,0.8,0,2.1,0,0,0,0,3.7,0,"MATN3"
"34346","Matn4",256,173.9,141.1,134.7,167.5,264.7,217.5,132.3,169.7,161.9,258.3,230.1,"MATN4"
"34347","Matr3",4395.8,4160.5,5456.5,3520.5,4463.3,3446.7,4890,6158.3,4703.6,3985.9,4245.9,4232.3,"MATR3"
"34348","Matr3-ps2",0,0,0.9,0,0,0,0,0,0,0,0,1,"MATR3-PS2"
"34349","Mau2",2136.3,1935.4,1451.7,1734.3,1852.3,2016.8,1974.1,1314.2,1885.5,1965.5,2240.5,2030.6,"MAU2"
"34350","Mavs",215.2,276.6,209.4,370.1,210,221.1,222.1,229.8,213.3,217.8,220.5,313.3,"MAVS"
"34351","Max",1453.6,1469.6,1772.7,1658.8,1467.5,1545.8,1423.9,1812.7,1614.3,1521.8,1455.9,1513.3,"MAX"
"34352","Maz",3599.3,3294.5,3505.8,3909.2,3552.9,4501.4,3467,3312,4314.5,3813,4204.5,3616.4,"MAZ"
"34353","Mb",1.9,13.1,1.8,3.2,3.6,7.4,17.5,3,3,15,12.2,1,"MB"
"34354","Mb21d1",40.8,55.8,49.8,60.1,44.9,38.3,50.7,70.6,59.9,53,42.6,36.7,"MB21D1"
"34355","Mb21d2",414.4,307.3,323.7,275.1,308.3,278.5,309.7,240.8,319,313.8,305.8,269.8,"MB21D2"
"34356","Mbd1",700.7,688.9,603.2,608.7,613,626.2,611.9,580,573,602.5,657.9,668.2,"MBD1"
"34357","Mbd2",773.7,827.7,908.5,778.3,699.2,810.1,672.8,975,811.7,759.4,785.8,806.4,"MBD2"
"34358","Mbd3",1428.9,1404,1072.7,1499.7,1485.7,1926.4,1505.9,1083.4,1919,1844.6,1743.4,1453.3,"MBD3"
"34359","Mbd3l1",0,0,0,0,0,0,0,0,0,0,0,0,"MBD3L1"
"34360","Mbd3l2",0,0,0,0,0,0,0,0,0,0,0,0,"MBD3L2"
"34361","Mbd4",211.4,200.1,269.3,206.9,196.6,170.1,177.9,315.4,215.4,157.9,190.1,206,"MBD4"
"34362","Mbd5",1434.6,1729.8,2067.9,1707.5,1675.1,1446.9,1549.2,2036.5,1272.9,1777.6,1367,1649.6,"MBD5"
"34363","Mbd6",2745,2944.6,3236.4,3944.1,3120.8,4040,3055.1,3300,2891.2,3032.6,3523.4,3258.6,"MBD6"
"34364","Mbip",263.6,254.8,225,214.2,240.3,245.6,295.8,264.6,328.1,186.9,268,236.9,"MBIP"
"34365","Mbl1",0,0,0,0,0,0,0,0,0,0,0,0,"MBL1"
"34366","Mbl2",0,0,0,0,0,0,0,0,0,0,0,0,"MBL2"
"34367","Mblac1",37.9,36.1,24.9,43,43.7,65.9,59,39.8,36.6,67.9,67,36.7,"MBLAC1"
"34368","Mblac2",780.4,779.6,1311.5,831.8,830.3,663.4,823.9,1474.4,871.6,767.4,809,746.5,"MBLAC2"
"34369","Mbnl1",1417.5,1425.8,1852,1311.4,1361.9,990.9,1327.1,1893.3,1363.3,1122.1,1218.3,1286,"MBNL1"
"34370","Mbnl2",4502.9,3976.8,5764.5,4112.1,4740,3403.1,4361.9,6208,4402.9,3969.9,3879.2,4335.8,"MBNL2"
"34371","Mbnl3",0,2.2,0,4.1,0,1.1,3.7,0,1,0,0,4.8,"MBNL3"
"34372","Mboat1",72.1,88.6,72.9,59.2,53.4,108.4,70,65.7,75.2,70.9,50,90.9,"MBOAT1"
"34373","Mboat2",290.1,297.4,257.3,219.9,274.3,226.4,261.7,278.6,270.2,273.8,248.5,292,"MBOAT2"
"34374","Mboat4",2.8,0,2.8,0.8,4.9,2.1,5.5,3,7.1,0,2.4,2.9,"MBOAT4"
"34375","Mboat7",3491.2,3277,3329.6,3828,3561.4,3067.2,3612.7,3071.2,3303.7,3946.9,3155.5,3296.3,"MBOAT7"
"34376","Mbp",61971.3,61022.7,49605.5,59119,51865.9,83963,66998.2,49287.3,81718.7,69771.8,69064.2,69480.7,"MBP"
"34377","Mbtd1",595.5,539.1,819,482.9,566.9,480.5,621.2,827.7,613.6,472.6,625,609.2,"MBTD1"
"34378","Mbtps1",1762.7,2001,1449.9,1860,1961.6,1975.3,1957.5,1411.7,1523.8,1898.5,1720.3,1883.6,"MBTPS1"
"34379","Mbtps2",414.4,376.1,421.5,314.9,373.9,282.8,390.8,529.3,351.5,268.8,322.9,373.2,"MBTPS2"
"34380","Mc1r",2.8,0,0,0,2.4,0,0,0,0,2,0,2.9,"MC1R"
"34381","Mc2r",0,2.2,0,1.6,6.1,0,0,2,0,0,0,1,"MC2R"
"34382","Mc3r",7.6,19.7,5.5,27.6,3.6,11.7,27.6,8,10.2,11,6.1,54.1,"MC3R"
"34383","Mc4r",78.7,80.9,74.7,80.3,83.8,102.1,88.5,91.5,67,86.9,120.6,89,"MC4R"
"34384","Mc5r",4.7,4.4,0.9,4.9,2.4,2.1,0.9,7,1,1,3.7,2.9,"MC5R"
"34385","Mcam",468.4,568.6,455.6,657.3,418.8,632.6,638.7,363.1,482.6,493.6,497.1,524.1,"MCAM"
"34386","Mcat",165,161.8,101.5,129.8,166.3,189.2,218.4,101.5,211.3,184.9,186.4,160.5,"MCAT"
"34387","Mcc",231.4,231.8,326.5,264.6,203.9,199.9,192.6,223.8,190,164.9,137.7,248.5,"MCC"
"34388","Mccc1",659,717.3,586.6,633,606.9,546.5,518.9,569.1,461.2,455.6,534.9,657.5,"MCCC1"
"34389","Mccc1os",43.6,30.6,43.3,17.9,26.7,17,37.8,43.8,42.7,40,24.4,21.3,"MCCC1OS"
"34390","Mccc2",444.7,438.5,394.8,440.7,417.6,460.3,483.8,388,443.9,513.6,508,422.6,"MCCC2"
"34391","Mcee",412.5,406.8,383.7,386.3,370.2,452.9,461.7,408.9,480.5,398.7,504.4,398.4,"MCEE"
"34392","Mcemp1",2.8,2.2,2.8,6.5,4.9,3.2,1.8,7,2,2,0,1,"MCEMP1"
"34393","Mcf2",71.1,63.4,67.3,51.1,61.9,39.3,71,73.6,67,51,60.9,52.2,"MCF2"
"34394","Mcf2l",3654.3,3200.4,3446.7,3515.6,3509.2,3590.2,3458.8,3131.9,3387,3120.6,3670.9,3694.7,"MCF2L"
"34395","Mcfd2",920.7,1025.6,830.1,848.1,884.9,860.1,969.5,847.6,922.4,978.2,1072.1,1045.3,"MCFD2"
"34396","Mchr1",520.6,509.5,512.8,660.6,500.1,451.8,460.8,460.6,550.6,644.5,527.5,508.6,"MCHR1"
"34397","Mcidas",0.9,4.4,0,7.3,14.6,4.3,10.1,12.9,3,7,6.1,1.9,"MCIDAS"
"34398","Mcl1",1777.8,1781.2,2175.8,2064.6,1699.4,1694.7,1490.2,2297.2,2028.7,1656.7,1726.4,1874.9,"MCL1"
"34399","Mcm10",25.6,37.2,16.6,30.8,23.1,21.3,21.2,22.9,45.7,23,18.3,23.2,"MCM10"
"34400","Mcm2",127.1,123.6,98.7,135.5,106.8,132.9,106,61.7,95.5,117.9,113.3,116,"MCM2"
"34401","Mcm3",57.8,68.9,58.1,82,55.8,75.5,67.3,48.7,45.7,52,41.4,73.5,"MCM3"
"34402","Mcm3ap",1105.6,1156.8,870.7,1005.5,1116.7,1028.1,1123.4,741.2,944.8,1200.1,1118.4,1187.4,"MCM3AP"
"34403","Mcm4",213.3,205.6,213.1,229.7,176,171.2,198.1,267.6,199.1,207.8,175.4,209.8,"MCM4"
"34404","Mcm5",67.3,85.3,78.4,93.3,102,78.7,96.8,78.6,95.5,94.9,78,115.1,"MCM5"
"34405","Mcm6",203.9,178.2,171.6,174.5,213.6,185,238.7,161.2,205.2,199.8,218.1,236.9,"MCM6"
"34406","Mcm7",193.4,191.3,178.9,179.4,206.4,238.1,185.2,161.2,217.4,215.8,244.9,231.1,"MCM7"
"34407","Mcm8",55.9,53.6,67.3,64.1,48.6,79.7,95.8,91.5,90.4,74.9,92.6,85.1,"MCM8"
"34408","Mcm9",79.6,101.7,94.1,74.7,74,80.8,92.2,105.5,92.4,90.9,109.7,100.6,"MCM9"
"34409","Mcmbp",475,472.4,416.9,499.1,489.2,426.3,479.2,476.5,431.8,472.6,493.4,535.7,"MCMBP"
"34410","Mcmdc2",33.2,40.5,31.4,39,72.8,40.4,38.7,60.7,57.9,32,58.5,58,"MCMDC2"
"34411","Mcoln1",1773.1,1733.1,1481.3,1714,1870.5,1994.5,1788.8,1553,1582.8,1796.6,1909.1,1832.4,"MCOLN1"
"34412","Mcoln2",2.8,0,2.8,0,0,0,0,1,1,0,0,0,"MCOLN2"
"34413","Mcoln3",3.8,1.1,0,1.6,0,1.1,1.8,0,3,0,0,1,"MCOLN3"
"34414","Mcph1",176.4,155.3,174.3,123.4,162.7,135,165,130.3,149.3,200.8,160.8,180.8,"MCPH1"
"34415","Mcpt1",0,0,0,0,0,0,0,0,0,0,0,0,"MCPT1"
"34416","Mcpt2",0,0,0,1.6,0,0,0,0,0,0,0,0,"MCPT2"
"34417","Mcpt4",4.7,2.2,0,2.4,0,9.6,0.9,0,2,0,0,1,"MCPT4"
"34418","Mcpt8",0,0,0,0,0,0,0,0,0,0,1.2,0,"MCPT8"
"34419","Mcpt9",0,0,0,0,0,0,0,0,0,0,0,0,"MCPT9"
"34420","Mcrs1",870.4,972.1,543.3,793.7,837.5,994,933.6,513.4,959,1063.2,982,932.1,"MCRS1"
"34421","Mctp1",876.1,963.3,1288.5,856.2,1090,732.5,980.6,1223.7,740.6,1016.2,919.8,955.3,"MCTP1"
"34422","Mctp2",32.2,38.3,36.9,32.5,34,39.3,21.2,66.7,28.4,40,24.4,24.2,"MCTP2"
"34423","Mcts1",495.9,453.8,793.2,452.8,566.9,459.3,528.1,902.4,535.4,468.6,523.9,489.3,"MCTS1"
"34424","Mcts2",140.3,121.4,134.7,130.7,161.4,159.5,149.3,137.3,139.2,133.9,142.5,145,"MCTS2"
"34425","Mcu",758.5,759.9,699.1,654.1,739.2,839.9,854.3,825.7,725.4,803.4,928.4,838.3,"MCU"
"34426","Mcur1",581.2,534.7,551.6,518.6,587.5,495.4,522.5,527.3,450,498.6,590.9,541.5,"MCUR1"
"34427","Mdc1",940.6,909.7,1162.1,1017.7,943.1,830.3,806.4,1147.1,821.9,779.4,722.5,908.9,"MDC1"
"34428","Mdfi",8.5,27.3,3.7,11.4,12.1,7.4,10.1,1,6.1,8,26.8,10.6,"MDFI"
"34429","Mdfic",105.2,168.4,71,170.4,55.8,111.6,30.4,48.7,109.7,12,88.9,183.7,"MDFIC"
"34430","Mdga1",2004.5,1799.8,2521.6,2608.3,2574.5,2942.8,2445,2285.2,2162.8,2943.7,2548.8,2469.6,"MDGA1"
"34431","Mdga2",366.9,376.1,467.6,387.9,381.1,273.2,400.9,610.9,331.2,366.7,258.3,370.3,"MDGA2"
"34432","Mdh1",7037.4,7009.9,5546.9,5343.2,6718.6,6368.2,7152.5,5647.9,6860.3,6863.7,7473.3,6453.4,"MDH1"
"34433","Mdh1b",17.1,23,12,24.3,13.4,25.5,18.4,13.9,22.3,10,15.8,24.2,"MDH1B"
"34434","Mdh2",5210.3,5258.3,4033.3,5576.1,5277.7,6122.7,5649.4,3902.9,4897.6,6635.8,5876.1,5141.2,"MDH2"
"34435","Mdk",508.2,390.4,341.3,508.8,305.9,486.9,341,644.7,597.3,477.6,386.2,352.9,"MDK"
"34436","Mdk-ps1",0,0,0,0,0,0,0,0,0,0,0,0,"MDK-PS1"
"34437","Mdm1",200.1,232.9,174.3,237,203.9,212.6,210.1,182.1,224.5,191.9,216.9,209.8,"MDM1"
"34438","Mdm2",943.4,1005.9,1118.8,1154.8,956.5,993,952,1156,1122.6,895.3,1124.5,1106.2,"MDM2"
"34439","Mdm4",1783.5,1789.9,1980.2,1731,1723.6,1798.8,1925.2,1984.8,2001.3,1470.9,1961.5,1837.2,"MDM4"
"34440","Mdm4-ps",2.8,1.1,0.9,1.6,1.2,1.1,1.8,2,2,1,0,0,"MDM4-PS"
"34441","Mdn1",1345.5,1325.2,1594.7,1237.6,1336.4,1367.2,1322.5,1540.1,1297.3,1263,1547.3,1411.7,"MDN1"
"34442","Mdp1",816.4,750.1,772.9,793.7,812.1,943,840.5,748.1,1013.9,868.3,915,756.1,"MDP1"
"34443","Mdrl",7.6,3.3,8.3,0.8,9.7,7.4,6.5,1,4.1,2,6.1,2.9,"MDRL"
"34444","Me1",750,896.6,937.1,736.9,944.4,870.7,962.1,893.4,900.1,900.3,933.3,885.7,"ME1"
"34445","Me2",291.1,293,273.9,293,270.7,219,208.3,343.2,243.8,266.8,203.5,293,"ME2"
"34446","Me3",939.6,1023.4,932.5,986,1012.3,1004.7,1049.7,741.2,922.4,1147.1,1067.3,986.3,"ME3"
"34447","Mea1",1428,1363.5,1292.2,1423.4,1364.3,1545.8,1431.2,1449.5,1759.5,1682.7,1687.4,1349.9,"MEA1"
"34448","Meaf6",2055.7,2084.1,2297.5,2188.7,2163.1,1986,2062.5,2632.4,1839.8,2238.3,1982.2,2030.6,"MEAF6"
"34449","Mecom",42.7,49.2,29.5,38.1,37.6,40.4,33.2,35.8,24.4,17,12.2,35.8,"MECOM"
"34450","Mecomos",0,0,0,0,0,0,0,0,0,2,0,0,"MECOMOS"
"34451","Mecp2",2945.1,2914,3897.7,3173.1,2997,2420.8,2461.6,3754.7,2445.3,2613,2275.9,2960.8,"MECP2"
"34452","Mecr",385,357.5,265.6,336.8,383.6,480.5,391.7,308.4,427.7,360.7,417.9,413.9,"MECR"
"34453","Med1",992.7,1069.4,1164,1024.2,969.9,870.7,882,1119.2,831,920.3,856.5,1063.6,"MED1"
"34454","Med10",431.4,408.9,415,354.6,373.9,498.6,474.6,434.8,504.9,481.6,545.8,417.7,"MED10"
"34455","Med11",153.6,157.5,98.7,135.5,169.9,155.2,167.7,89.5,181.8,175.9,188.8,139.2,"MED11"
"34456","Med12",1260.1,1465.2,1615.9,1569.5,1766.1,1782.9,1677.3,1542.1,1348.1,1387.9,1559.5,1511.3,"MED12"
"34457","Med12l",896,837.6,1147.4,814.8,901.9,875,912.4,1055.6,899.1,810.4,900.4,963.1,"MED12L"
"34458","Med13",1376.8,1218.1,1951.6,1455.1,1349.8,1051.5,1136.3,2047.5,1392.8,1084.2,1069.7,1310.2,"MED13"
"34459","Med13l",2256.7,2107,2016.2,2020.7,2346.3,1689.3,1972.2,1877.3,1574.6,1999.4,1909.1,2486,"MED13L"
"34460","Med14",2085.1,1810.7,2343.6,2364.8,2353.6,1915.8,1988.8,2598.6,1798.1,2353.2,1749.5,1953.2,"MED14"
"34461","Med15",1693.5,1943,2568.7,2432.2,2314.8,2099.7,1973.1,2590.7,1577.7,2242.3,1838.5,1764.7,"MED15"
